Alloy formula;Alloy class;Cu;Al;Ag;B;Be;Ca;Co;Ce;Cr;Fe;Hf;La;Mg;Mn;Mo;Nb;Nd;Ni;P;Pb;Pr;Si;Sn;Ti;V;Zn;Zr;Tss (K);tss (h);CR reduction (%);Aging;Tag (K);tag (h);Secondary thermo-mechanical process;Hardness (HV);Yield strength (MPa);Ultimate tensile strength (MPa);Electrical conductivity (%IACS)
Cu-0.1Ag–0.3Cr;Cu low alloyed;99.6;0;0.1;0;0;0;0;0;0.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1223;1;0;N;;;N;85;;;45
Cu-0.1Ag–0.3Cr;Cu low alloyed;99.6;0;0.1;0;0;0;0;0;0.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1223;1;0;Y;673;0.25;N;87;;;45
Cu-0.1Ag–0.3Cr;Cu low alloyed;99.6;0;0.1;0;0;0;0;0;0.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1223;1;0;Y;673;0.5;N;88;;;47
Cu-0.1Ag–0.3Cr;Cu low alloyed;99.6;0;0.1;0;0;0;0;0;0.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1223;1;0;Y;673;1;N;92;;;50
Cu-0.1Ag–0.3Cr;Cu low alloyed;99.6;0;0.1;0;0;0;0;0;0.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1223;1;0;Y;673;2;N;100;;;59
Cu-0.1Ag–0.3Cr;Cu low alloyed;99.6;0;0.1;0;0;0;0;0;0.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1223;1;0;Y;673;4;N;112;;;74
Cu-0.1Ag–0.3Cr;Cu low alloyed;99.6;0;0.1;0;0;0;0;0;0.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1223;1;0;Y;673;8;N;120;;;78
Cu-0.1Ag–0.3Cr;Cu low alloyed;99.6;0;0.1;0;0;0;0;0;0.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1223;1;0;Y;673;16;N;126;;;80
Cu-0.1Ag–0.3Cr;Cu low alloyed;99.6;0;0.1;0;0;0;0;0;0.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1223;1;0;Y;723;0.25;N;101;;;55
Cu-0.1Ag–0.3Cr;Cu low alloyed;99.6;0;0.1;0;0;0;0;0;0.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1223;1;0;Y;723;0.5;N;124;;;66
Cu-0.1Ag–0.3Cr;Cu low alloyed;99.6;0;0.1;0;0;0;0;0;0.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1223;1;0;Y;723;1;N;132;;;78
Cu-0.1Ag–0.3Cr;Cu low alloyed;99.6;0;0.1;0;0;0;0;0;0.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1223;1;0;Y;723;2;N;138;;;81
Cu-0.1Ag–0.3Cr;Cu low alloyed;99.6;0;0.1;0;0;0;0;0;0.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1223;1;0;Y;723;4;N;144;;;82
Cu-0.1Ag–0.3Cr;Cu low alloyed;99.6;0;0.1;0;0;0;0;0;0.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1223;1;0;Y;723;8;N;140;;;83
Cu-0.1Ag–0.3Cr;Cu low alloyed;99.6;0;0.1;0;0;0;0;0;0.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1223;1;0;Y;723;16;N;134;;;84
Cu-0.1Ag–0.3Cr;Cu low alloyed;99.6;0;0.1;0;0;0;0;0;0.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1223;1;0;Y;823;0.25;N;115;;;81
Cu-0.1Ag–0.3Cr;Cu low alloyed;99.6;0;0.1;0;0;0;0;0;0.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1223;1;0;Y;823;0.5;N;127;;;84
Cu-0.1Ag–0.3Cr;Cu low alloyed;99.6;0;0.1;0;0;0;0;0;0.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1223;1;0;Y;823;1;N;124;;;84
Cu-0.1Ag–0.3Cr;Cu low alloyed;99.6;0;0.1;0;0;0;0;0;0.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1223;1;0;Y;823;2;N;120;;;84
Cu-0.1Ag–0.3Cr;Cu low alloyed;99.6;0;0.1;0;0;0;0;0;0.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1223;1;0;Y;823;4;N;115;;;85
Cu-0.1Ag–0.3Cr;Cu low alloyed;99.6;0;0.1;0;0;0;0;0;0.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1223;1;0;Y;823;8;N;110;;;85
Cu-0.1Ag–0.3Cr;Cu low alloyed;99.6;0;0.1;0;0;0;0;0;0.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1223;1;0;Y;823;16;N;103;;;86
Cu-0.1Cr-0.06Zr;Cu low alloyed;99.84;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.06;1273;1;0;N;;;N;71;;;60
Cu-0.1Cr-0.06Zr;Cu low alloyed;99.84;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.06;1273;1;0;Y;373;1;N;68;;;58
Cu-0.1Cr-0.06Zr;Cu low alloyed;99.84;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.06;1273;1;0;Y;473;1;N;78;;;59
Cu-0.1Cr-0.06Zr;Cu low alloyed;99.84;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.06;1273;1;0;Y;523;1;N;78;;;59
Cu-0.1Cr-0.06Zr;Cu low alloyed;99.84;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.06;1273;1;0;Y;573;1;N;72;;;59
Cu-0.1Cr-0.06Zr;Cu low alloyed;99.84;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.06;1273;1;0;Y;623;1;N;78;;;61
Cu-0.1Cr-0.06Zr;Cu low alloyed;99.84;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.06;1273;1;0;Y;673;1;N;80;;;63
Cu-0.1Cr-0.06Zr;Cu low alloyed;99.84;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.06;1273;1;0;Y;723;1;N;96;;;67
Cu-0.1Cr-0.06Zr;Cu low alloyed;99.84;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.06;1273;1;0;Y;773;1;N;112;;;78
Cu-0.1Cr-0.06Zr;Cu low alloyed;99.84;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.06;1273;1;0;Y;823;1;N;116;;;92
Cu-0.5Cr-0.08Zr;Cu low alloyed;99.42;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.08;1273;1;0;N;;;N;82;;;39
Cu-0.5Cr-0.08Zr;Cu low alloyed;99.42;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.08;1273;1;0;Y;373;1;N;76;;;38
Cu-0.5Cr-0.08Zr;Cu low alloyed;99.42;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.08;1273;1;0;Y;473;1;N;75;;;37
Cu-0.5Cr-0.08Zr;Cu low alloyed;99.42;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.08;1273;1;0;Y;523;1;N;75;;;37
Cu-0.5Cr-0.08Zr;Cu low alloyed;99.42;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.08;1273;1;0;Y;573;1;N;79;;;38
Cu-0.5Cr-0.08Zr;Cu low alloyed;99.42;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.08;1273;1;0;Y;623;1;N;80;;;39
Cu-0.5Cr-0.08Zr;Cu low alloyed;99.42;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.08;1273;1;0;Y;673;1;N;76;;;40
Cu-0.5Cr-0.08Zr;Cu low alloyed;99.42;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.08;1273;1;0;Y;723;1;N;105;;;61
Cu-0.5Cr-0.08Zr;Cu low alloyed;99.42;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.08;1273;1;0;Y;773;1;N;155;;;74
Cu-0.5Cr-0.08Zr;Cu low alloyed;99.42;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.08;1273;1;0;Y;823;1;N;141;;;85
Cu-1Cr-0.1Zr;Cu low alloyed;98.9;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;1273;1;0;N;;;N;81;;;37
Cu-1Cr-0.1Zr;Cu low alloyed;98.9;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;1273;1;0;Y;373;1;N;86;;;37
Cu-1Cr-0.1Zr;Cu low alloyed;98.9;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;1273;1;0;Y;473;1;N;80;;;38
Cu-1Cr-0.1Zr;Cu low alloyed;98.9;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;1273;1;0;Y;523;1;N;81;;;38
Cu-1Cr-0.1Zr;Cu low alloyed;98.9;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;1273;1;0;Y;573;1;N;75;;;39
Cu-1Cr-0.1Zr;Cu low alloyed;98.9;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;1273;1;0;Y;623;1;N;86;;;40
Cu-1Cr-0.1Zr;Cu low alloyed;98.9;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;1273;1;0;Y;673;1;N;92;;;42
Cu-1Cr-0.1Zr;Cu low alloyed;98.9;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;1273;1;0;Y;723;1;N;104;;;57
Cu-1Cr-0.1Zr;Cu low alloyed;98.9;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;1273;1;0;Y;773;1;N;148;;;73
Cu-1Cr-0.1Zr;Cu low alloyed;98.9;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;1273;1;0;Y;823;1;N;145;;;83
Cu-0.3Cr-0.5Zr;Cu low alloyed;99.2;0;0;0;0;0;0;0;0.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;1273;1;0;N;;;N;90;;;33
Cu-0.3Cr-0.5Zr;Cu low alloyed;99.2;0;0;0;0;0;0;0;0.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;1273;1;0;Y;373;1;N;83;;;32
Cu-0.3Cr-0.5Zr;Cu low alloyed;99.2;0;0;0;0;0;0;0;0.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;1273;1;0;Y;473;1;N;84;;;32
Cu-0.3Cr-0.5Zr;Cu low alloyed;99.2;0;0;0;0;0;0;0;0.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;1273;1;0;Y;523;1;N;84;;;32
Cu-0.3Cr-0.5Zr;Cu low alloyed;99.2;0;0;0;0;0;0;0;0.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;1273;1;0;Y;573;1;N;86;;;33
Cu-0.3Cr-0.5Zr;Cu low alloyed;99.2;0;0;0;0;0;0;0;0.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;1273;1;0;Y;623;1;N;87;;;36
Cu-0.3Cr-0.5Zr;Cu low alloyed;99.2;0;0;0;0;0;0;0;0.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;1273;1;0;Y;673;1;N;88;;;37
Cu-0.3Cr-0.5Zr;Cu low alloyed;99.2;0;0;0;0;0;0;0;0.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;1273;1;0;Y;723;1;N;104;;;43
Cu-0.3Cr-0.5Zr;Cu low alloyed;99.2;0;0;0;0;0;0;0;0.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;1273;1;0;Y;773;1;N;157;;;65
Cu-0.3Cr-0.5Zr;Cu low alloyed;99.2;0;0;0;0;0;0;0;0.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;1273;1;0;Y;823;1;N;144;;;77
Cu-0.5Zr-0.065B;Cu low alloyed;99.435;0;0;0.065;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;1208;1;80;N;;;N;;;490;65
Cu-0.5Zr-0.065B;Cu low alloyed;99.435;0;0;0.065;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;1208;1;80;Y;603;1;N;;;502;72
Cu-0.5Zr-0.065B;Cu low alloyed;99.435;0;0;0.065;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;1208;1;80;Y;603;2;N;;;511;73
Cu-0.5Zr-0.065B;Cu low alloyed;99.435;0;0;0.065;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;1208;1;80;Y;603;4;N;;;516;74
Cu-0.5Zr-0.065B;Cu low alloyed;99.435;0;0;0.065;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;1208;1;80;Y;603;6;N;;;520;74
Cu-0.5Zr-0.065B;Cu low alloyed;99.435;0;0;0.065;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;1208;1;80;Y;603;10;N;;;519;74
Cu-0.5Zr-0.065B;Cu low alloyed;99.435;0;0;0.065;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;1208;1;80;Y;633;1;N;;;516;75
Cu-0.5Zr-0.065B;Cu low alloyed;99.435;0;0;0.065;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;1208;1;80;Y;633;2;N;;;524;77
Cu-0.5Zr-0.065B;Cu low alloyed;99.435;0;0;0.065;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;1208;1;80;Y;633;4;N;;;533;78
Cu-0.5Zr-0.065B;Cu low alloyed;99.435;0;0;0.065;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;1208;1;80;Y;633;6;N;;;523;78
Cu-0.5Zr-0.065B;Cu low alloyed;99.435;0;0;0.065;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;1208;1;80;Y;633;10;N;;;507;79
Cu-0.5Zr-0.065B;Cu low alloyed;99.435;0;0;0.065;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;1208;1;80;Y;663;1;N;;;533;78
Cu-0.5Zr-0.065B;Cu low alloyed;99.435;0;0;0.065;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;1208;1;80;Y;663;2;N;;;541;78
Cu-0.5Zr-0.065B;Cu low alloyed;99.435;0;0;0.065;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;1208;1;80;Y;663;4;N;;;524;78
Cu-0.5Zr-0.065B;Cu low alloyed;99.435;0;0;0.065;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;1208;1;80;Y;663;6;N;;;518;79
Cu-0.5Zr-0.065B;Cu low alloyed;99.435;0;0;0.065;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;1208;1;80;Y;663;10;N;;;511;80
Cu-0.5Zr-0.065B;Cu low alloyed;99.435;0;0;0.065;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;1208;1;80;Y;693;1;N;;;524;78
Cu-0.5Zr-0.065B;Cu low alloyed;99.435;0;0;0.065;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;1208;1;80;Y;693;2;N;;;536;79
Cu-0.5Zr-0.065B;Cu low alloyed;99.435;0;0;0.065;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;1208;1;80;Y;693;4;N;;;519;79
Cu-0.5Zr-0.065B;Cu low alloyed;99.435;0;0;0.065;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;1208;1;80;Y;693;6;N;;;507;80
Cu-0.5Zr-0.065B;Cu low alloyed;99.435;0;0;0.065;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;1208;1;80;Y;693;10;N;;;504;80
Cu-0.5Zr-0.065B;Cu low alloyed;99.435;0;0;0.065;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;1208;1;80;Y;723;1;N;;;525;78
Cu-0.5Zr-0.065B;Cu low alloyed;99.435;0;0;0.065;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;1208;1;80;Y;723;2;N;;;534;79
Cu-0.5Zr-0.065B;Cu low alloyed;99.435;0;0;0.065;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;1208;1;80;Y;723;4;N;;;517;80
Cu-0.5Zr-0.065B;Cu low alloyed;99.435;0;0;0.065;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;1208;1;80;Y;723;6;N;;;501;80
Cu-0.5Zr-0.065B;Cu low alloyed;99.435;0;0;0.065;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;1208;1;80;Y;723;10;N;;;493;80
Cu-0.5Zr-0.065B;Cu low alloyed;99.435;0;0;0.065;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;1208;1;80;Y;743;1;N;;;528;78
Cu-0.5Zr-0.065B;Cu low alloyed;99.435;0;0;0.065;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;1208;1;80;Y;743;2;N;;;537;79
Cu-0.5Zr-0.065B;Cu low alloyed;99.435;0;0;0.065;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;1208;1;80;Y;743;4;N;;;515;80
Cu-0.5Zr-0.065B;Cu low alloyed;99.435;0;0;0.065;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;1208;1;80;Y;743;6;N;;;498;81
Cu-0.5Zr-0.065B;Cu low alloyed;99.435;0;0;0.065;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;1208;1;80;Y;743;10;N;;;490;81
Cu-0.5Zr-0.065B;Cu low alloyed;99.435;0;0;0.065;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;1208;1;80;N;;;N;;353;490;65
Cu-0.5Zr-0.065B;Cu low alloyed;99.435;0;0;0.065;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;1208;1;80;Y;743;2;N;;378;536;79
Cu-0.5Zr-0.065B;Cu low alloyed;99.435;0;0;0.065;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;1208;1;80;Y;743;2;Y;;459;551;79
Cu-0.5Zr-0.065B;Cu low alloyed;99.435;0;0;0.065;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;1208;1;80;Y;743;2;Y;;470;551;81
Cu-0.5Zr-0.065B;Cu low alloyed;99.435;0;0;0.065;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;1208;1;80;Y;743;2;Y;;474;568;78
Cu-0.5Zr-0.065B;Cu low alloyed;99.435;0;0;0.065;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;1208;1;80;Y;743;2;Y;;457;574;79
Cu-0.22Fe-0.06P;Cu low alloyed;99.72;0;0;0;0;0;0;0;0;0.22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1173;1.167;50;N;;;N;;449;489;50
Cu-0.22Fe-0.06P;Cu low alloyed;99.72;0;0;0;0;0;0;0;0;0.22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1173;1.167;50;Y;573;1;N;;415;442;68
Cu-0.22Fe-0.06P;Cu low alloyed;99.72;0;0;0;0;0;0;0;0;0.22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1173;1.167;50;Y;673;1;N;;307;356;84
Cu-0.22Fe-0.06P;Cu low alloyed;99.72;0;0;0;0;0;0;0;0;0.22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1173;1.167;50;Y;773;1;N;;233;279;87
Cu-0.22Fe-0.06P-0.02B-0.05Ce;Cu low alloyed;99.65;0;0;0.02;0;0;0;0.05;0;0.22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1173;1.167;50;N;;;N;;457;481;47
Cu-0.22Fe-0.06P-0.02B-0.05Ce;Cu low alloyed;99.65;0;0;0.02;0;0;0;0.05;0;0.22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1173;1.167;50;Y;573;1;N;;464;490;63
Cu-0.22Fe-0.06P-0.02B-0.05Ce;Cu low alloyed;99.65;0;0;0.02;0;0;0;0.05;0;0.22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1173;1.167;50;Y;673;1;N;;470;515;80
Cu-0.22Fe-0.06P-0.02B-0.05Ce;Cu low alloyed;99.65;0;0;0.02;0;0;0;0.05;0;0.22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1173;1.167;50;Y;773;1;N;;315;387;85
Cu-0.4Cr;Cu low alloyed;99.6;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;80;N;;;N;139;;;45
Cu-0.4Cr;Cu low alloyed;99.6;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;80;Y;623;1;N;139;;;60
Cu-0.4Cr;Cu low alloyed;99.6;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;80;Y;673;1;N;155;;;72
Cu-0.4Cr;Cu low alloyed;99.6;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;80;Y;723;1;N;148;;;87
Cu-0.4Cr;Cu low alloyed;99.6;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;80;Y;773;1;N;117;;;92
Cu-0.4Cr;Cu low alloyed;99.6;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;80;Y;823;1;N;90;;;93
Cu-0.4Cr;Cu low alloyed;99.6;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;80;Y;873;1;N;82;;;92
Cu-0.4Cr;Cu low alloyed;99.6;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;80;Y;923;1;N;77;;;90
Cu-0.42Cr-0.18Zr;Cu low alloyed;99.4;0;0;0;0;0;0;0;0.42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.18;;;80;N;;;N;147;;;44
Cu-0.42Cr-0.18Zr;Cu low alloyed;99.4;0;0;0;0;0;0;0;0.42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.18;;;80;Y;623;1;N;162;;;55
Cu-0.42Cr-0.18Zr;Cu low alloyed;99.4;0;0;0;0;0;0;0;0.42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.18;;;80;Y;673;1;N;177;;;68
Cu-0.42Cr-0.18Zr;Cu low alloyed;99.4;0;0;0;0;0;0;0;0.42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.18;;;80;Y;723;1;N;174;;;84
Cu-0.42Cr-0.18Zr;Cu low alloyed;99.4;0;0;0;0;0;0;0;0.42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.18;;;80;Y;773;1;N;164;;;85
Cu-0.42Cr-0.18Zr;Cu low alloyed;99.4;0;0;0;0;0;0;0;0.42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.18;;;80;Y;823;1;N;144;;;87
Cu-0.42Cr-0.18Zr;Cu low alloyed;99.4;0;0;0;0;0;0;0;0.42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.18;;;80;Y;873;1;N;101;;;87
Cu-0.42Cr-0.18Zr;Cu low alloyed;99.4;0;0;0;0;0;0;0;0.42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.18;;;80;Y;923;1;N;84;;;85
Cu-0.39Cr-0.15Zr-0.12Ni-0.03Si;Cu low alloyed;99.31;0;0;0;0;0;0;0;0.39;0;0;0;0;0;0;0;0;0.12;0;0;0;0.03;0;0;0;0;0.15;;;80;N;;;N;150;;;43
Cu-0.39Cr-0.15Zr-0.12Ni-0.03Si;Cu low alloyed;99.31;0;0;0;0;0;0;0;0.39;0;0;0;0;0;0;0;0;0.12;0;0;0;0.03;0;0;0;0;0.15;;;80;Y;623;1;N;162;;;56
Cu-0.39Cr-0.15Zr-0.12Ni-0.03Si;Cu low alloyed;99.31;0;0;0;0;0;0;0;0.39;0;0;0;0;0;0;0;0;0.12;0;0;0;0.03;0;0;0;0;0.15;;;80;Y;673;1;N;180;;;66
Cu-0.39Cr-0.15Zr-0.12Ni-0.03Si;Cu low alloyed;99.31;0;0;0;0;0;0;0;0.39;0;0;0;0;0;0;0;0;0.12;0;0;0;0.03;0;0;0;0;0.15;;;80;Y;723;1;N;179;;;80
